step_idx,timestamp_s,episode_id,episode_name,event_class,observed_pa,expected_pa,residual_pa,drift_pa,slew_pa,token,r_norm,delta_norm,sigma_norm
4641,74700,9,hydrate_prod_a,0,3529702,3558934,-29231.00,-21476.2750,-721.7708,Nominal,-0.058462,-0.107381,-0.000361
4642,74760,9,hydrate_prod_a,0,3625939,3558934,67005.50,-20294.6000,1603.9417,Nominal,0.134011,-0.101473,0.000802
4643,74820,9,hydrate_prod_a,0,3363941,3543254,-179313.25,-29171.8500,-4105.3125,Nominal,-0.358627,-0.145859,-0.002053
4644,74880,9,hydrate_prod_a,0,3556806,3556806,0.00,-22419.0000,2988.5542,Nominal,0.000000,-0.112095,0.001494
4645,74940,9,hydrate_prod_a,0,3527018,3543254,-16235.75,-13027.8250,-270.5958,Nominal,-0.032472,-0.065139,-0.000135
4646,75000,9,hydrate_prod_a,0,3038048,3543254,-505206.25,-61257.1250,-8149.5083,EnvViolation,-1.010412,-0.306286,-0.004075
4647,75060,9,hydrate_prod_a,0,3625874,3556806,69067.50,-47247.2500,9571.2292,Recovery,0.138135,-0.236236,0.004786
4648,75120,9,hydrate_prod_a,0,3498868,3556806,-57938.00,-60880.7000,-2116.7583,Nominal,-0.115876,-0.304403,-0.001058
4649,75180,9,hydrate_prod_a,0,3299064,3543254,-244190.25,-88196.6250,-3104.2042,Nominal,-0.488380,-0.440983,-0.001552
4650,75240,9,hydrate_prod_a,0,3411142,3543254,-132111.75,-102815.3250,1867.9750,Nominal,-0.264224,-0.514077,0.000934
4651,75300,9,hydrate_prod_a,0,3474514,3528360,-53846.00,-105276.8250,1304.4292,Nominal,-0.107692,-0.526384,0.000652
4652,75360,9,hydrate_prod_a,0,3450554,3528360,-77807.00,-119758.0750,-399.3500,Nominal,-0.155614,-0.598790,-0.000200
4653,75420,9,hydrate_prod_a,0,3608918,3528360,80557.00,-93771.0500,2639.4000,Nominal,0.161114,-0.468855,0.001320
4654,75480,9,hydrate_prod_a,0,3484793,3522763,-37970.25,-97568.0750,-1975.4542,Nominal,-0.075940,-0.487840,-0.000988
4655,75540,9,hydrate_prod_a,0,3467509,3522763,-55254.25,-101469.9250,-288.0667,Nominal,-0.110508,-0.507350,-0.000144
4656,75600,9,hydrate_prod_a,0,3614417,3522763,91653.75,-41783.9250,2448.4667,Nominal,0.183308,-0.208920,0.001224
4657,75660,9,hydrate_prod_a,0,3786986,3522763,264223.25,-22268.3500,2876.1583,Nominal,0.528447,-0.111342,0.001438
4658,75720,9,hydrate_prod_a,0,3552878,3522763,30114.25,-13463.1250,-3901.8167,Nominal,0.060228,-0.067316,-0.001951
4659,75780,9,hydrate_prod_a,0,3474318,3508688,-34370.00,7518.9000,-1074.7375,Nominal,-0.068740,0.037594,-0.000537
4660,75840,9,hydrate_prod_a,0,3499196,3499032,163.75,20746.4500,575.5625,Nominal,0.000327,0.103732,0.000288
4661,75900,9,hydrate_prod_a,0,3588230,3508852,79378.25,34068.8750,1320.2417,Nominal,0.158756,0.170344,0.000660
4662,75960,9,hydrate_prod_a,0,3510979,3505087,5891.75,42438.7500,-1224.7750,Nominal,0.011784,0.212194,-0.000612
4663,76020,9,hydrate_prod_a,0,3510979,3510979,0.00,34383.0500,-98.1958,Nominal,0.000000,0.171915,-0.000049
4664,76080,9,hydrate_prod_a,0,2973432,3510979,-537547.00,-15574.6250,-8959.1167,EnvViolation,-1.075094,-0.077873,-0.004480
4665,76140,9,hydrate_prod_a,0,3366524,3510979,-144455.50,-24494.7500,6551.5250,Recovery,-0.288911,-0.122474,0.003276
4666,76200,9,hydrate_prod_a,0,3511268,3510979,288.50,-33631.2750,2412.4000,Nominal,0.000577,-0.168156,0.001206
4667,76260,9,hydrate_prod_a,0,3546420,3511123,35296.75,-56523.9250,583.4708,Nominal,0.070594,-0.282620,0.000292
4668,76320,9,hydrate_prod_a,0,3354842,3510979,-156137.50,-75149.1000,-3190.5708,Nominal,-0.312275,-0.375746,-0.001595
4669,76380,9,hydrate_prod_a,0,3494286,3505087,-10801.75,-72792.2750,2422.2625,Nominal,-0.021604,-0.363961,0.001211
4670,76440,9,hydrate_prod_a,0,3502469,3500832,1636.75,-72644.9750,207.3083,Nominal,0.003273,-0.363225,0.000104
4671,76500,9,hydrate_prod_a,0,3518835,3500832,18002.75,-78782.5250,272.7667,Nominal,0.036006,-0.393913,0.000136
4672,76560,9,hydrate_prod_a,0,3554842,3500832,54009.25,-73970.7750,600.1083,Nominal,0.108019,-0.369854,0.000300
4673,76620,9,hydrate_prod_a,0,3652256,3506724,145532.50,-59417.5250,1525.3875,Nominal,0.291065,-0.297088,0.000763
4674,76680,9,hydrate_prod_a,0,3525382,3506724,18658.00,-3797.0250,-2114.5750,Nominal,0.037316,-0.018985,-0.001057
4675,76740,9,hydrate_prod_a,0,3533892,3506724,27168.50,13365.3750,141.8417,Nominal,0.054337,0.066827,0.000071
4676,76800,9,hydrate_prod_a,0,3656446,3510979,145467.00,27883.2250,1971.6417,Nominal,0.290934,0.139416,0.000986
4677,76860,9,hydrate_prod_a,0,3191502,3506724,-315222.50,-7168.7000,-7678.1583,Nominal,-0.630445,-0.035844,-0.003839
4678,76920,9,hydrate_prod_a,0,3213760,3506724,-292963.50,-20851.3000,370.9833,Nominal,-0.585927,-0.104257,0.000185
4679,76980,9,hydrate_prod_a,0,3511764,3510979,785.50,-19692.5750,4895.8167,Nominal,0.001571,-0.098463,0.002448
4680,77040,9,hydrate_prod_a,0,3214088,3510979,-296891.00,-49545.3500,-4961.2750,Nominal,-0.593782,-0.247727,-0.002481
4681,77100,9,hydrate_prod_a,0,3658934,3511123,147810.75,-36564.5500,7411.6958,Nominal,0.295621,-0.182823,0.003706
4682,77160,9,hydrate_prod_a,0,3628164,3511516,116648.50,-30300.6250,-519.3708,Nominal,0.233297,-0.151503,-0.000260
4683,77220,9,hydrate_prod_a,0,3072090,3511123,-439032.75,-88757.1500,-9261.3542,Nominal,-0.878066,-0.443786,-0.004631
4684,77280,9,hydrate_prod_a,0,3450095,3511123,-61028.25,-96725.7750,6300.0750,Nominal,-0.122056,-0.483629,0.003150
4685,77340,9,hydrate_prod_a,0,3629932,3511516,118416.00,-87601.0250,2990.7375,Nominal,0.236832,-0.438005,0.001495
4686,77400,9,hydrate_prod_a,0,3400602,3511123,-110520.75,-113199.8000,-3815.6125,Nominal,-0.221042,-0.565999,-0.001908
4687,77460,9,hydrate_prod_a,0,3487738,3510979,-23240.50,-84001.6000,1454.6708,Nominal,-0.046481,-0.420008,0.000727
4688,77520,9,hydrate_prod_a,0,3526036,3510979,15057.50,-53199.5000,638.3000,Nominal,0.030115,-0.265997,0.000319
4689,77580,9,hydrate_prod_a,0,3536380,3511123,25256.75,-50752.3750,169.9875,Nominal,0.050514,-0.253762,0.000085
4690,77640,9,hydrate_prod_a,0,3527935,3511516,16419.00,-19421.3750,-147.2958,Nominal,0.032838,-0.097107,-0.000074
4691,77700,9,hydrate_prod_a,0,3646168,3511516,134652.00,-20737.2500,1970.5500,Nominal,0.269304,-0.103686,0.000985
4692,77760,9,hydrate_prod_a,0,3525710,3515300,10409.75,-31361.1250,-2070.7042,Nominal,0.020820,-0.156806,-0.001035
4693,77820,9,hydrate_prod_a,0,3557788,3522108,35679.00,16110.0500,421.1542,Nominal,0.071358,0.080550,0.000211
4694,77880,9,hydrate_prod_a,0,3708034,3525546,182488.25,40461.7000,2446.8208,Nominal,0.364976,0.202308,0.001223
4695,77940,9,hydrate_prod_a,0,3536838,3525873,10965.50,29716.6500,-2858.7125,Nominal,0.021931,0.148583,-0.001429
4696,78000,9,hydrate_prod_a,0,3338212,3525873,-187660.50,22002.6750,-3310.4333,Nominal,-0.375321,0.110013,-0.001655
4697,78060,9,hydrate_prod_a,0,3514056,3525546,-11489.75,23177.7500,2936.1792,Nominal,-0.022979,0.115889,0.001468
4698,78120,9,hydrate_prod_a,0,3285512,3525546,-240033.75,-2331.3750,-3809.0667,Nominal,-0.480067,-0.011657,-0.001905
4699,78180,9,hydrate_prod_a,0,3643876,3525873,118003.50,6943.3000,5967.2875,Nominal,0.236007,0.034717,0.002984
4700,78240,9,hydrate_prod_a,0,3632092,3526986,105106.75,15812.0750,-214.9458,Nominal,0.210213,0.079060,-0.000107
4701,78300,9,hydrate_prod_a,0,3133498,3526986,-393487.75,-37001.9000,-8309.9083,Nominal,-0.786976,-0.185009,-0.004155
4702,78360,9,hydrate_prod_a,0,3399032,3525873,-126841.50,-50727.0250,4444.1042,Nominal,-0.253683,-0.253635,0.002222
4703,78420,9,hydrate_prod_a,0,3530881,3525873,5008.00,-53794.1250,2197.4917,Nominal,0.010016,-0.268971,0.001099
4704,78480,9,hydrate_prod_a,0,3461617,3525873,-64256.00,-78468.5500,-1154.4000,Nominal,-0.128512,-0.392343,-0.000577
4705,78540,9,hydrate_prod_a,0,3464105,3519883,-55777.75,-85142.8750,141.3042,Nominal,-0.111556,-0.425714,0.000071
4706,78600,9,hydrate_prod_a,0,3425807,3512910,-87103.25,-75087.1500,-522.0917,Nominal,-0.174206,-0.375436,-0.000261
4707,78660,9,hydrate_prod_a,0,3497232,3512910,-15678.75,-75506.0500,1190.4083,Nominal,-0.031358,-0.377530,0.000595
4708,78720,9,hydrate_prod_a,0,3580701,3519883,60818.25,-45420.8500,1274.9500,Nominal,0.121636,-0.227104,0.000637
4709,78780,9,hydrate_prod_a,0,3772518,3525873,246645.50,-32556.6500,3097.1208,Nominal,0.493291,-0.162783,0.001549
4710,78840,9,hydrate_prod_a,0,3825481,3526986,298495.25,-13217.8000,864.1625,Nominal,0.596990,-0.066089,0.000432
4711,78900,9,hydrate_prod_a,0,3707052,3526986,180066.25,44137.6000,-1973.8167,Nominal,0.360133,0.220688,-0.000987
4712,78960,9,hydrate_prod_a,0,3809769,3526986,282783.25,85100.0750,1711.9500,Nominal,0.565566,0.425500,0.000856
4713,79020,9,hydrate_prod_a,0,3711634,3529408,182226.50,102821.9250,-1675.9458,Nominal,0.364453,0.514110,-0.000838
4714,79080,9,hydrate_prod_a,0,3515824,3529408,-13584.50,107889.0750,-3263.5167,Nominal,-0.027169,0.539445,-0.001632
4715,79140,9,hydrate_prod_a,0,3545611,3529408,16203.00,115087.1500,496.4583,Nominal,0.032406,0.575436,0.000248
4716,79200,9,hydrate_prod_a,0,3297950,3529408,-231457.50,100651.7250,-4127.6750,Nominal,-0.462915,0.503259,-0.002064
4717,79260,9,hydrate_prod_a,0,3503450,3529408,-25957.50,99623.8500,3425.0000,Nominal,-0.051915,0.498119,0.001713
4718,79320,9,hydrate_prod_a,0,3643025,3533630,109394.50,104481.4750,2255.8667,Nominal,0.218789,0.522407,0.001128
4719,79380,9,hydrate_prod_a,0,3289702,3529408,-239706.00,55846.3250,-5818.3417,Nominal,-0.479412,0.279232,-0.002909
4720,79440,9,hydrate_prod_a,0,3468753,3528295,-59542.25,20042.5750,3002.7292,Nominal,-0.119084,0.100213,0.001501
4721,79500,9,hydrate_prod_a,0,3612126,3528295,83830.25,10418.9750,2389.5417,Nominal,0.167660,0.052095,0.001195
4722,79560,9,hydrate_prod_a,0,3615072,3533860,81211.75,-9738.1750,-43.6417,Nominal,0.162423,-0.048691,-0.000022
4723,79620,9,hydrate_prod_a,0,3543450,3533860,9590.75,-27001.7500,-1193.6833,Nominal,0.019182,-0.135009,-0.000597
4724,79680,9,hydrate_prod_a,0,3632486,3533860,98625.75,-15780.7250,1483.9167,Nominal,0.197251,-0.078904,0.000742
4725,79740,9,hydrate_prod_a,0,3476282,3523352,-47070.75,-22108.1000,-2428.2750,Nominal,-0.094142,-0.110540,-0.001214
4726,79800,9,hydrate_prod_a,0,3540112,3535496,4615.50,1499.2000,861.4375,Nominal,0.009231,0.007496,0.000431
4727,79860,9,hydrate_prod_a,0,3828230,3541781,286449.25,32739.8750,4697.2292,Nominal,0.572898,0.163699,0.002349
4728,79920,9,hydrate_prod_a,0,3759098,3544531,214567.25,43257.1500,-1198.0333,Nominal,0.429134,0.216286,-0.000599
4729,79980,9,hydrate_prod_a,0,3801978,3544531,257447.75,92972.5250,714.6750,Nominal,0.514895,0.464863,0.000357
4730,80040,9,hydrate_prod_a,0,3826202,3544531,281670.75,127093.8250,403.7167,Nominal,0.563342,0.635469,0.000202
4731,80100,9,hydrate_prod_a,0,3750914,3563156,187758.50,137486.6500,-1565.2042,Nominal,0.375517,0.687433,-0.000783
4732,80160,9,hydrate_prod_a,0,3696578,3596413,100164.25,139381.9000,-1459.9042,Nominal,0.200328,0.696909,-0.000730
4733,80220,9,hydrate_prod_a,0,3638639,3613598,25040.50,140926.8750,-1252.0625,Nominal,0.050081,0.704634,-0.000626
4734,80280,9,hydrate_prod_a,0,3287345,3613598,-326253.50,98438.9500,-5854.9000,Nominal,-0.652507,0.492195,-0.002927
4735,80340,9,hydrate_prod_a,0,3615399,3615235,163.75,103162.4000,5440.2875,Nominal,0.000327,0.515812,0.002720
4736,80400,9,hydrate_prod_a,0,3681324,3623942,57381.75,108439.0250,953.6333,Nominal,0.114764,0.542195,0.000477
4737,80460,9,hydrate_prod_a,0,3633730,3633108,622.00,79856.3000,-945.9958,Nominal,0.001244,0.399282,-0.000473
4738,80520,9,hydrate_prod_a,0,3463450,3633108,-169657.00,41433.8750,-2837.9833,Nominal,-0.339314,0.207169,-0.001419
4739,80580,9,hydrate_prod_a,0,3582338,3623942,-41604.25,11528.6750,2134.2125,Nominal,-0.083209,0.057643,0.001067
4740,80640,9,hydrate_prod_a,0,3614024,3615235,-1211.25,-16759.5250,673.2167,Nominal,-0.002423,-0.083798,0.000337
4741,80700,9,hydrate_prod_a,0,3583516,3614548,-31031.75,-38638.5500,-497.0083,Nominal,-0.062064,-0.193193,-0.000249
4742,80760,9,hydrate_prod_a,0,3661880,3614548,47332.25,-43921.7500,1306.0667,Nominal,0.094664,-0.219609,0.000653
4743,80820,9,hydrate_prod_a,0,3706070,3614548,91522.25,-37273.5750,736.5000,Nominal,0.183044,-0.186368,0.000368
4744,80880,9,hydrate_prod_a,0,3638901,3615235,23665.75,-2281.6500,-1130.9417,Nominal,0.047331,-0.011408,-0.000565
4745,80940,9,hydrate_prod_a,0,3877593,3623942,253650.75,23067.0500,3833.0833,Nominal,0.507301,0.115335,0.001917
4746,81000,9,hydrate_prod_a,0,3776119,3633108,143011.50,31630.0250,-1843.9875,Nominal,0.286023,0.158150,-0.000922
4747,81060,9,hydrate_prod_a,0,3765318,3636184,129133.25,44481.1500,-231.3042,Nominal,0.258267,0.222406,-0.000116
4748,81120,9,hydrate_prod_a,0,3435038,3633108,-198069.50,41639.9000,-5453.3792,Nominal,-0.396139,0.208200,-0.002727
4749,81180,9,hydrate_prod_a,0,3671438,3636184,35253.75,49325.7000,3888.7208,Nominal,0.070508,0.246628,0.001944
4750,81240,9,hydrate_prod_a,0,3497428,3636184,-138756.25,35571.2000,-2900.1667,Nominal,-0.277512,0.177856,-0.001450
4751,81300,9,hydrate_prod_a,0,3642240,3638770,3470.00,39021.3750,2370.4375,Nominal,0.006940,0.195107,0.001185
4752,81360,9,hydrate_prod_a,0,3581552,3638770,-57218.00,28566.3500,-1011.4667,Nominal,-0.114436,0.142832,-0.000506
4753,81420,9,hydrate_prod_a,0,3593336,3638770,-45433.50,14870.7750,196.4083,Nominal,-0.090867,0.074354,0.000098
4754,81480,9,hydrate_prod_a,0,3492256,3638770,-146514.00,-2147.2000,-1684.6750,Nominal,-0.293028,-0.010736,-0.000842
4755,81540,9,hydrate_prod_a,0,3633402,3638770,-5368.00,-28049.0750,2352.4333,Nominal,-0.010736,-0.140245,0.001176
4756,81600,9,hydrate_prod_a,0,3404858,3638770,-233912.00,-65741.4250,-3809.0667,Nominal,-0.467824,-0.328707,-0.001905
4757,81660,9,hydrate_prod_a,0,3612126,3636184,-24058.75,-81060.6250,3497.5542,Nominal,-0.048118,-0.405303,0.001749
4758,81720,9,hydrate_prod_a,0,3623582,3633566,-9983.75,-62252.0500,234.5833,Nominal,-0.019967,-0.311260,0.000117
4759,81780,9,hydrate_prod_a,0,3684597,3633566,51031.25,-60674.3000,1016.9167,Nominal,0.102063,-0.303372,0.000508
4760,81840,9,hydrate_prod_a,0,3603156,3628492,-25335.50,-49332.2250,-1272.7792,Nominal,-0.050671,-0.246661,-0.000636
4761,81900,9,hydrate_prod_a,0,3716676,3628492,88183.50,-40860.8750,1891.9833,Nominal,0.176367,-0.204304,0.000946
4762,81960,9,hydrate_prod_a,0,3523942,3619490,-95549.00,-44693.9750,-3062.2083,Nominal,-0.191098,-0.223470,-0.001531
4763,82020,9,hydrate_prod_a,0,3671896,3619490,52406.00,-34910.0250,2465.9167,Nominal,0.104812,-0.174550,0.001233
4764,82080,9,hydrate_prod_a,0,3532910,3619490,-86580.00,-28916.6250,-2316.4333,Nominal,-0.173160,-0.144583,-0.001158
4765,82140,9,hydrate_prod_a,0,3530620,3618803,-88183.50,-37198.1750,-26.7250,Nominal,-0.176367,-0.185991,-0.000013
4766,82200,9,hydrate_prod_a,0,3630129,3618803,11326.00,-12674.3750,1658.4917,Nominal,0.022652,-0.063372,0.000829
4767,82260,9,hydrate_prod_a,0,3586266,3613075,-26808.75,-12949.3750,-635.5792,Nominal,-0.053617,-0.064747,-0.000318
4768,82320,9,hydrate_prod_a,0,3560341,3613075,-52733.75,-17224.3750,-432.0833,Nominal,-0.105468,-0.086122,-0.000216
4769,82380,9,hydrate_prod_a,0,3672158,3618803,53355.00,-16992.0000,1768.1458,Nominal,0.106710,-0.084960,0.000884
4770,82440,9,hydrate_prod_a,0,3336445,3617854,-281408.75,-42599.3250,-5579.3958,Nominal,-0.562817,-0.212997,-0.002790
4771,82500,9,hydrate_prod_a,0,3583124,3617854,-34730.25,-54890.7000,4111.3083,Nominal,-0.069460,-0.274453,0.002056
4772,82560,9,hydrate_prod_a,0,3574351,3607641,-33290.00,-48664.8000,24.0042,Nominal,-0.066580,-0.243324,0.000012
4773,82620,9,hydrate_prod_a,0,3648328,3607641,40687.00,-49836.7000,1232.9500,Nominal,0.081374,-0.249183,0.000616
4774,82680,9,hydrate_prod_a,0,3501160,3598246,-97087.00,-50887.4000,-2296.2333,Nominal,-0.194174,-0.254437,-0.001148
4775,82740,9,hydrate_prod_a,0,3559948,3589801,-29852.75,-45054.3250,1120.5708,Nominal,-0.059706,-0.225272,0.000560
4776,82800,9,hydrate_prod_a,0,3537952,3584695,-46743.25,-50861.2500,-281.5083,Nominal,-0.093487,-0.254306,-0.000141
4777,82860,9,hydrate_prod_a,0,3643222,3584695,58527.25,-42327.6500,1754.5083,Nominal,0.117055,-0.211638,0.000877
4778,82920,9,hydrate_prod_a,0,3765252,3589801,175450.25,-19509.2500,1948.7167,Nominal,0.350901,-0.097546,0.000974
4779,82980,9,hydrate_prod_a,0,3503450,3584695,-81244.25,-32969.1750,-4278.2417,Nominal,-0.162489,-0.164846,-0.002139
4780,83040,9,hydrate_prod_a,0,3408917,3584695,-175777.75,-22406.0750,-1575.5583,Nominal,-0.351556,-0.112030,-0.000788
4781,83100,9,hydrate_prod_a,0,3632420,3584695,47725.25,-14160.5250,3725.0500,Nominal,0.095450,-0.070803,0.001863
4782,83160,9,hydrate_prod_a,0,3617036,3589801,27234.25,-8108.1000,-341.5167,Nominal,0.054469,-0.040541,-0.000171
4783,83220,9,hydrate_prod_a,0,3563091,3584695,-21603.75,-14337.1750,-813.9667,Nominal,-0.043208,-0.071686,-0.000407
4784,83280,9,hydrate_prod_a,0,3549932,3584695,-34762.75,-8104.7500,-219.3167,Nominal,-0.069526,-0.040524,-0.000110
4785,83340,9,hydrate_prod_a,0,3167934,3578737,-410803.25,-46199.8000,-6267.3417,Nominal,-0.821607,-0.230999,-0.003134
4786,83400,9,hydrate_prod_a,0,3588558,3584695,3862.75,-41139.2000,6911.1000,Nominal,0.007725,-0.205696,0.003456
4787,83460,9,hydrate_prod_a,0,3586266,3584695,1571.25,-46834.8000,-38.1917,Nominal,0.003142,-0.234174,-0.000019
4788,83520,9,hydrate_prod_a,0,3371208,3578737,-207529.75,-85132.8000,-3485.0167,Nominal,-0.415060,-0.425664,-0.001743
4789,83580,9,hydrate_prod_a,0,3385283,3568721,-183438.00,-95352.1750,401.5292,Nominal,-0.366876,-0.476761,0.000201
4790,83640,9,hydrate_prod_a,0,3419653,3561716,-142063.00,-91980.7000,689.5833,Nominal,-0.284126,-0.459903,0.000345
4791,83700,9,hydrate_prod_a,0,3518508,3560145,-41636.75,-100916.9000,1673.7708,Nominal,-0.083274,-0.504584,0.000837
4792,83760,9,hydrate_prod_a,0,3542730,3560145,-17414.25,-105381.7500,403.7083,Nominal,-0.034828,-0.526909,0.000202
4793,83820,9,hydrate_prod_a,0,3581029,3560145,20884.25,-101132.9500,638.3083,Nominal,0.041769,-0.505665,0.000319
4794,83880,9,hydrate_prod_a,0,3597395,3561716,35679.00,-94088.7750,246.5792,Nominal,0.071358,-0.470444,0.000123
4795,83940,9,hydrate_prod_a,0,3617035,3568721,48314.00,-48177.0500,210.5833,Nominal,0.096628,-0.240885,0.000105
4796,84000,9,hydrate_prod_a,0,3586266,3568721,17544.50,-46808.8750,-512.8250,Nominal,0.035089,-0.234044,-0.000256
4797,84060,9,hydrate_prod_a,0,3650685,3568721,81964.00,-38769.6000,1073.6583,Nominal,0.163928,-0.193848,0.000537
4798,84120,9,hydrate_prod_a,0,3289702,3568721,-279019.50,-45918.5750,-6016.3917,Nominal,-0.558039,-0.229593,-0.003008
4799,84180,9,hydrate_prod_a,0,3552944,3561520,-8576.25,-28432.4000,4507.3875,Nominal,-0.017153,-0.142162,0.002254
4800,84240,9,hydrate_prod_a,0,3550914,3561520,-10605.75,-15286.6750,-33.8250,Nominal,-0.021212,-0.076433,-0.000017
4801,84300,9,hydrate_prod_a,0,3560406,3560178,229.00,-11100.1000,180.5792,Nominal,0.000458,-0.055501,0.000090
4802,84360,9,hydrate_prod_a,0,3609376,3560178,49198.50,-4438.8250,816.1583,Nominal,0.098397,-0.022194,0.000408
4803,84420,9,hydrate_prod_a,0,3325381,3556446,-231065.00,-29633.7500,-4671.0583,Nominal,-0.462130,-0.148169,-0.002336
4804,84480,9,hydrate_prod_a,0,3274972,3556446,-281474.50,-61349.1000,-840.1583,Nominal,-0.562949,-0.306746,-0.000420
4805,84540,9,hydrate_prod_a,0,3510324,3551929,-41604.25,-70340.9250,3997.8375,Nominal,-0.083209,-0.351705,0.001999
4806,84600,9,hydrate_prod_a,0,3649048,3556675,92373.00,-62858.0750,2232.9542,Nominal,0.184746,-0.314290,0.001116
4807,84660,9,hydrate_prod_a,0,3442894,3551929,-109035.25,-81958.0000,-3356.8042,Nominal,-0.218071,-0.409790,-0.001678
4808,84720,9,hydrate_prod_a,0,3384760,3550423,-165663.50,-70622.4000,-943.8042,Nominal,-0.331327,-0.353112,-0.000472
4809,84780,9,hydrate_prod_a,0,3535268,3550423,-15155.50,-71280.3250,2508.4667,Nominal,-0.030311,-0.356402,0.001254
4810,84840,9,hydrate_prod_a,0,3520864,3550423,-29558.50,-73175.6000,-240.0500,Nominal,-0.059117,-0.365878,-0.000120
4811,84900,9,hydrate_prod_a,0,3635366,3550423,84943.00,-64704.2000,1908.3583,Nominal,0.169886,-0.323521,0.000954
4812,84960,9,hydrate_prod_a,0,3761062,3550423,210639.00,-48560.1500,2094.9333,Nominal,0.421278,-0.242801,0.001047
4813,85020,9,hydrate_prod_a,0,3545349,3547640,-2291.50,-25682.8000,-3548.8417,Nominal,-0.004583,-0.128414,-0.001774
4814,85080,9,hydrate_prod_a,0,3493564,3544040,-50475.25,-2582.8750,-803.0625,Nominal,-0.100950,-0.012914,-0.000402
4815,85140,9,hydrate_prod_a,0,3625742,3548132,77611.00,9338.6500,2134.7708,Nominal,0.155222,0.046693,0.001067
4816,85200,9,hydrate_prod_a,0,3449964,3544040,-94075.25,-9306.1750,-2861.4375,Nominal,-0.188150,-0.046531,-0.001431
4817,85260,9,hydrate_prod_a,0,3564334,3544040,20294.75,3626.8250,1906.1667,Nominal,0.040590,0.018134,0.000953
4818,85320,9,hydrate_prod_a,0,3515562,3544040,-28477.75,17345.4000,-812.8750,Nominal,-0.056955,0.086727,-0.000406
4819,85380,9,hydrate_prod_a,0,3105348,3544040,-438692.25,-25008.2750,-6836.9083,Nominal,-0.877385,-0.125041,-0.003418
4820,85440,9,hydrate_prod_a,0,3704302,3548132,156171.00,-6435.3250,9914.3875,Nominal,0.312342,-0.032177,0.004957
4821,85500,9,hydrate_prod_a,0,3613762,3551929,61833.25,-8746.3000,-1572.2958,Nominal,0.123666,-0.043731,-0.000786
4822,85560,9,hydrate_prod_a,0,3375856,3551929,-176072.75,-47417.4750,-3965.1000,Nominal,-0.352146,-0.237087,-0.001983
4823,85620,9,hydrate_prod_a,0,3581684,3551929,29754.75,-44212.8500,3430.4583,Nominal,0.059509,-0.221064,0.001715
4824,85680,9,hydrate_prod_a,0,3563352,3551929,11423.75,-38022.9500,-305.5167,Nominal,0.022847,-0.190115,-0.000153
4825,85740,9,hydrate_prod_a,0,3544040,3548132,-4092.00,-46193.2500,-258.5958,Nominal,-0.008184,-0.230966,-0.000129
4826,85800,9,hydrate_prod_a,0,3595104,3548132,46972.50,-32088.4750,851.0750,Nominal,0.093945,-0.160442,0.000426
4827,85860,9,hydrate_prod_a,0,3577756,3548132,29624.00,-31155.5500,-289.1417,Nominal,0.059248,-0.155778,-0.000145
4828,85920,9,hydrate_prod_a,0,3535791,3548132,-12340.50,-29541.8250,-699.4083,Nominal,-0.024681,-0.147709,-0.000350
4829,85980,9,hydrate_prod_a,0,3614090,3548132,65958.00,20923.2000,1304.9750,Nominal,0.131916,0.104616,0.000652
4830,86040,9,hydrate_prod_a,0,3770030,3552878,217152.75,27021.3750,2519.9125,Nominal,0.434306,0.135107,0.001260
4831,86100,9,hydrate_prod_a,0,3480341,3544694,-64353.25,14402.7250,-4691.7667,Nominal,-0.128707,0.072014,-0.002346
4832,86160,9,hydrate_prod_a,0,3585939,3544694,41244.75,36134.4750,1759.9667,Nominal,0.082489,0.180672,0.000880
4833,86220,9,hydrate_prod_a,0,3678705,3554351,124354.25,45594.4250,1385.1583,Nominal,0.248708,0.227972,0.000693
4834,86280,9,hydrate_prod_a,0,3561388,3562370,-982.00,44353.8500,-2088.9375,Nominal,-0.001964,0.221769,-0.001044
4835,86340,9,hydrate_prod_a,0,3504694,3562370,-57676.00,38995.4500,-944.9000,Nominal,-0.115352,0.194977,-0.000472
4836,86400,9,hydrate_prod_a,0,3521258,3553369,-32111.25,31087.0750,426.0792,Nominal,-0.064223,0.155435,0.000213
4837,86460,9,hydrate_prod_a,0,2958178,3553369,-595190.25,-31394.3500,-9384.6500,EnvViolation,-1.190381,-0.156972,-0.004692
4838,86520,9,hydrate_prod_a,0,3494613,3553369,-58755.75,-36035.8750,8940.5750,Recovery,-0.117512,-0.180179,0.004470
4839,86580,9,hydrate_prod_a,0,3645972,3562370,83601.50,-34271.5250,2372.6208,Nominal,0.167203,-0.171358,0.001186
4840,86640,9,hydrate_prod_a,0,3519163,3562370,-43207.50,-60307.5500,-2113.4833,Nominal,-0.086415,-0.301538,-0.001057
4841,86700,9,hydrate_prod_a,0,3283548,3553369,-269820.75,-80854.3000,-3776.8875,Nominal,-0.539641,-0.404272,-0.001888
4842,86760,9,hydrate_prod_a,0,3532584,3544694,-12110.75,-86189.8500,4295.1667,Nominal,-0.024221,-0.430949,0.002148
4843,86820,9,hydrate_prod_a,0,3503516,3539915,-36399.25,-102265.2000,-404.8083,Nominal,-0.072799,-0.511326,-0.000202
4844,86880,9,hydrate_prod_a,0,3557133,3550586,6546.75,-101512.3250,715.7667,Nominal,0.013093,-0.507562,0.000358
