step_idx,step_in_unit,esp_id,label,rms_broadband,baseline_rms,peak1x,peak2x,residual,drift,slew,token,r_norm,delta_norm,sigma_norm
2541,22,5,Normal,0.051474,0.148111,0.033660,0.005330,-0.096637,-0.019810,0.015049,BoundaryGrazing,-0.966374,-0.396209,0.050165
2542,23,5,Normal,0.194528,0.148111,0.131630,0.001980,0.046417,-0.013743,0.143055,Recovery,0.464173,-0.274859,0.476849
2543,24,5,Rubbing,0.026596,0.137718,0.017220,0.001320,-0.111122,-0.025360,-0.157539,EnvViolation,-1.111216,-0.507192,-0.525130
2544,25,5,Normal,0.132913,0.137718,0.078020,0.002910,-0.004804,-0.024028,0.106317,Recovery,-0.048044,-0.480555,0.354391
2545,26,5,Normal,0.176115,0.137718,0.101870,0.001000,0.038398,-0.024893,0.043202,Nominal,0.383976,-0.497862,0.144007
2546,27,5,Unbalance,0.341426,0.148111,0.196120,0.005070,0.193315,-0.002682,0.154917,EnvViolation,1.933147,-0.053636,0.516390
2547,28,5,Faulty sensor,0.055609,0.148111,0.008860,0.001560,-0.092502,-0.012746,-0.285817,BoundaryGrazing,-0.925025,-0.254924,-0.952724
2548,29,5,Normal,0.062272,0.137435,0.038550,0.005290,-0.075163,-0.009353,0.017339,Recovery,-0.751631,-0.187061,0.057798
2549,30,5,Normal,0.214689,0.137435,0.122840,0.007060,0.077253,-0.013653,0.152417,Nominal,0.772535,-0.273065,0.508055
2550,31,5,Rubbing,0.150230,0.137435,0.085680,0.004440,0.012795,-0.001205,-0.064458,Nominal,0.127950,-0.024102,-0.214862
2551,32,5,Normal,0.174823,0.150230,0.117240,0.001410,0.024592,0.010918,0.011797,Nominal,0.245923,0.218358,0.039324
2552,33,5,Unbalance,0.253929,0.150230,0.168580,0.001580,0.103699,0.016646,0.079107,EnvViolation,1.036990,0.332921,0.263689
2553,34,5,Normal,0.026941,0.150230,0.018290,0.002640,-0.123290,0.015429,-0.226989,EnvViolation,-1.232895,0.308585,-0.756628
2554,35,5,Normal,0.165166,0.150230,0.106670,0.004000,0.014936,0.017403,0.138225,Recovery,0.149356,0.348065,0.460750
2555,36,5,Faulty sensor,0.129190,0.150230,0.019220,0.004460,-0.021040,0.011459,-0.035976,Nominal,-0.210404,0.229189,-0.119920
2556,37,5,Normal,0.141311,0.150230,0.088800,0.002640,-0.008919,-0.008764,0.012121,Nominal,-0.089190,-0.175278,0.040405
2557,38,5,Normal,0.152346,0.150230,0.087430,0.004430,0.002116,0.000698,0.011035,Nominal,0.021159,0.013959,0.036783
2558,39,5,Faulty sensor,0.026540,0.150230,0.004210,0.000390,-0.123690,-0.004155,-0.125806,EnvViolation,-1.236901,-0.083095,-0.419353
2559,40,5,Normal,0.217615,0.152346,0.127860,0.000400,0.065268,-0.005353,0.188959,Recovery,0.652685,-0.107065,0.629862
2560,41,5,Normal,0.188374,0.152346,0.117440,0.001640,0.036028,-0.003030,-0.029241,Nominal,0.360277,-0.060600,-0.097469
2561,42,5,Normal,0.071628,0.150230,0.046910,0.004080,-0.078602,-0.013349,-0.114630,Nominal,-0.786024,-0.266989,-0.382101
2562,43,5,Normal,0.042157,0.150230,0.024050,0.004200,-0.108073,-0.034527,-0.029470,EnvViolation,-1.080729,-0.690533,-0.098235
2563,44,5,Normal,0.214335,0.152346,0.124940,0.005390,0.061989,-0.015999,0.170062,Recovery,0.619892,-0.319976,0.566874
2564,45,5,Normal,0.103948,0.150230,0.065010,0.003260,-0.046282,-0.022121,-0.108271,Nominal,-0.462821,-0.442411,-0.360904
2565,46,5,Faulty sensor,0.498871,0.152346,0.075190,0.010980,0.346525,0.014636,0.392807,EnvViolation,3.465252,0.292720,1.309357
2566,47,5,Normal,0.057990,0.141311,0.038800,0.001140,-0.083322,0.007196,-0.429847,SlewSpike,-0.833217,0.143915,-1.432823
2567,48,5,Normal,0.160145,0.141311,0.103450,0.003900,0.018834,0.008868,0.102156,Recovery,0.188341,0.177351,0.340519
2568,49,5,Normal,0.167642,0.152346,0.112930,0.002660,0.015296,0.022766,-0.003538,Nominal,0.152957,0.455323,-0.011795
2569,50,5,Normal,0.174772,0.152346,0.101170,0.004410,0.022426,0.018482,0.007130,Nominal,0.224256,0.369637,0.023766
2570,51,5,Normal,0.100474,0.152346,0.067090,0.000950,-0.051872,0.009692,-0.074298,Nominal,-0.518725,0.193836,-0.247660
2571,52,5,Normal,0.137537,0.152346,0.081290,0.005680,-0.014810,0.016071,0.037063,Nominal,-0.148096,0.321422,0.123543
2572,53,5,Normal,0.009437,0.137537,0.005520,0.001960,-0.128100,0.014068,-0.113290,EnvViolation,-1.280997,0.281368,-0.377634
2573,54,5,Normal,0.086337,0.137537,0.050610,0.004220,-0.051200,0.002750,0.076900,Recovery,-0.511998,0.054990,0.256333
2574,55,5,Normal,0.060352,0.103948,0.035400,0.003840,-0.043596,0.003018,0.007604,Nominal,-0.435963,0.060362,0.025345
2575,56,5,Normal,0.129199,0.103948,0.081070,0.002750,0.025251,-0.029109,0.068847,Nominal,0.252508,-0.582187,0.229490
2576,57,5,Faulty sensor,0.057855,0.103948,0.009090,0.001830,-0.046093,-0.025386,-0.071343,Nominal,-0.460927,-0.507729,-0.237812
2577,58,5,Normal,0.087476,0.103948,0.055550,0.005480,-0.016472,-0.028917,0.029621,Nominal,-0.164718,-0.578341,0.098736
2578,59,5,Normal,0.152610,0.103948,0.087600,0.000960,0.048662,-0.025580,0.065133,Nominal,0.486617,-0.511609,0.217112
2579,60,5,Normal,0.114668,0.114668,0.076420,0.003880,0.000000,-0.027823,-0.048662,Nominal,0.000000,-0.556460,-0.162206
2580,61,5,Normal,0.148691,0.114668,0.099740,0.004290,0.034023,-0.019233,0.034023,Nominal,0.340230,-0.384669,0.113410
2581,62,5,Normal,0.163094,0.129199,0.108930,0.003510,0.033895,-0.014363,-0.000128,Nominal,0.338946,-0.287260,-0.000428
2582,63,5,Normal,0.082751,0.114668,0.055480,0.001940,-0.031917,-0.004745,-0.065811,Nominal,-0.319168,-0.094894,-0.219371
2583,64,5,Unbalance,0.328993,0.114668,0.191610,0.002720,0.214324,0.021808,0.246241,EnvViolation,2.143244,0.436154,0.820804
2584,65,5,Normal,0.237601,0.114668,0.149150,0.004000,0.122933,0.038461,-0.091391,EnvViolation,1.229330,0.769213,-0.304638
2585,66,5,Normal,0.055108,0.114668,0.034780,0.001620,-0.059560,0.029980,-0.182493,Recovery,-0.595603,0.599591,-0.608311
2586,67,5,Normal,0.186410,0.114668,0.117720,0.000950,0.071742,0.041763,0.131303,Nominal,0.717422,0.835260,0.437675
2587,68,5,Unbalance,0.319823,0.129199,0.186390,0.005310,0.190624,0.062473,0.118882,EnvViolation,1.906240,1.249452,0.396273
2588,69,5,Normal,0.104490,0.129199,0.065190,0.000910,-0.024709,0.055136,-0.215333,DriftAccum,-0.247088,1.102711,-0.717776
2589,70,5,Normal,0.177361,0.148691,0.104270,0.005150,0.028670,0.058003,0.053379,DriftAccum,0.286699,1.160051,0.177929
2590,71,5,Faulty sensor,0.007952,0.148691,0.002390,0.000190,-0.140739,0.040526,-0.169409,EnvViolation,-1.407388,0.810527,-0.564696
2591,72,5,Normal,0.169580,0.152610,0.114780,0.006330,0.016970,0.038834,0.157709,Recovery,0.169705,0.776679,0.525698
2592,73,5,Normal,0.111540,0.152610,0.066510,0.004710,-0.041070,0.037919,-0.058040,Nominal,-0.410698,0.758373,-0.193468
2593,74,5,Normal,0.125466,0.148691,0.084880,0.002040,-0.023225,0.014164,0.017845,Nominal,-0.232248,0.283274,0.059483
2594,75,5,Normal,0.152023,0.152023,0.101430,0.003270,0.000000,0.001870,0.023225,Nominal,0.000000,0.037408,0.077416
2595,76,5,Unbalance,0.276250,0.163094,0.188240,0.005710,0.113157,0.019142,0.113157,EnvViolation,1.131567,0.382842,0.377189
2596,77,5,Rubbing,0.241766,0.169580,0.137990,0.006130,0.072185,0.019186,-0.040971,Recovery,0.721855,0.383729,-0.136571
2597,78,5,Normal,0.070643,0.169580,0.048140,0.004300,-0.098937,-0.009770,-0.171123,BoundaryGrazing,-0.989373,-0.195394,-0.570409
2598,79,5,Normal,0.106335,0.152023,0.068590,0.003140,-0.045688,-0.011868,0.053250,Recovery,-0.456877,-0.237352,0.177499
2599,80,5,Normal,0.132605,0.132605,0.085100,0.001970,0.000000,-0.014735,0.045688,Nominal,0.000000,-0.294692,0.152292
2600,81,5,Normal,0.123717,0.132605,0.083090,0.003260,-0.008888,-0.001550,-0.008888,Nominal,-0.088881,-0.030990,-0.029627
2601,82,5,Normal,0.142918,0.132605,0.081760,0.007000,0.010313,-0.002215,0.019201,Nominal,0.103126,-0.044306,0.064002
2602,83,5,Normal,0.077938,0.125466,0.052520,0.002830,-0.047528,-0.002861,-0.057841,Nominal,-0.475283,-0.057223,-0.192803
2603,84,5,Normal,0.268311,0.132605,0.153930,0.001560,0.135706,0.013032,0.183234,EnvViolation,1.357060,0.260639,0.610781
2604,85,5,Normal,0.125427,0.125466,0.080470,0.003010,-0.000040,0.013028,-0.135746,Recovery,-0.000398,0.260559,-0.452486
2605,86,5,Normal,0.199042,0.132605,0.117720,0.006040,0.066437,0.008356,0.066477,Nominal,0.664370,0.167120,0.221589
2606,87,5,Normal,0.028623,0.125466,0.018660,0.005920,-0.096844,-0.008547,-0.163281,BoundaryGrazing,-0.968437,-0.170939,-0.544269
2607,88,5,Normal,0.172191,0.132605,0.101250,0.004880,0.039587,0.005305,0.136430,Recovery,0.395865,0.106109,0.454767
2608,89,5,Normal,0.157300,0.142918,0.089790,0.005400,0.014383,0.011312,-0.025204,Nominal,0.143825,0.226249,-0.084013
2609,90,5,Normal,0.191021,0.142918,0.111220,0.005300,0.048103,0.016123,0.033721,Nominal,0.481030,0.322456,0.112402
2610,91,5,Normal,0.114463,0.132605,0.068950,0.002450,-0.018141,0.015197,-0.066245,Nominal,-0.181415,0.303949,-0.220815
2611,92,5,Normal,0.044390,0.125427,0.026230,0.006120,-0.081037,0.006063,-0.062895,Nominal,-0.810367,0.121250,-0.209651
2612,93,5,Rubbing,0.068046,0.125427,0.039900,0.002830,-0.057380,0.005077,0.023656,Nominal,-0.573803,0.101546,0.078854
2613,94,5,Normal,0.090502,0.125427,0.057710,0.000980,-0.034925,-0.011986,0.022456,Nominal,-0.349246,-0.239715,0.074852
2614,95,5,Normal,0.228306,0.125427,0.142440,0.001870,0.102879,-0.001694,0.137804,EnvViolation,1.028795,-0.033876,0.459347
2615,96,5,Normal,0.050944,0.125427,0.033630,0.003460,-0.074483,-0.015786,-0.177362,Recovery,-0.744830,-0.315716,-0.591208
2616,97,5,Normal,0.204636,0.125427,0.134110,0.005330,0.079210,0.001820,0.153693,Nominal,0.792097,0.036390,0.512309
2617,98,5,Normal,0.242311,0.157300,0.142420,0.001690,0.085011,0.006362,0.005802,Nominal,0.850112,0.127240,0.019338
2618,99,5,Normal,0.041336,0.125427,0.025850,0.001180,-0.084091,-0.003485,-0.169102,Nominal,-0.840909,-0.069707,-0.563674
2619,100,5,Normal,0.152003,0.152003,0.088860,0.002190,0.000000,-0.008296,0.084091,Nominal,0.000000,-0.165913,0.280303
2620,101,5,Normal,0.250056,0.152003,0.142800,0.001970,0.098053,0.003324,0.098053,BoundaryGrazing,0.980531,0.066476,0.326844
2621,102,5,Normal,0.063157,0.152003,0.038200,0.006120,-0.088846,0.002543,-0.186899,Recovery,-0.888461,0.050857,-0.622997
2622,103,5,Normal,0.163854,0.152003,0.095970,0.000380,0.011852,0.009466,0.100698,Nominal,0.118517,0.189321,0.335659
2623,104,5,Rubbing,0.018401,0.114463,0.009290,0.000730,-0.096062,0.003352,-0.107914,BoundaryGrazing,-0.960622,0.067046,-0.359713
2624,105,5,Normal,0.107491,0.107491,0.061660,0.005950,0.000000,-0.006936,0.096062,Recovery,0.000000,-0.138713,0.320207
2625,106,5,Normal,0.216096,0.107491,0.144400,0.001520,0.108604,0.011373,0.108604,EnvViolation,1.086044,0.227462,0.362015
2626,107,5,Rubbing,0.064170,0.107491,0.042200,0.002390,-0.043321,-0.000880,-0.151926,Recovery,-0.433211,-0.017600,-0.506419
2627,108,5,Normal,0.176496,0.152003,0.102810,0.005110,0.024493,-0.006932,0.067814,Nominal,0.244930,-0.138636,0.226047
2628,109,5,Normal,0.216665,0.163854,0.126270,0.004640,0.052811,0.006758,0.028318,Nominal,0.528108,0.135167,0.094393
2629,110,5,Normal,0.034862,0.152003,0.022290,0.001470,-0.117141,-0.004956,-0.169952,EnvViolation,-1.171411,-0.099115,-0.566506
2630,111,5,Normal,0.035440,0.152003,0.020350,0.002900,-0.116562,-0.026417,0.000579,EnvViolation,-1.165622,-0.528346,0.001930
2631,112,5,Normal,0.168962,0.152003,0.097050,0.004270,0.016959,-0.015837,0.133521,Recovery,0.169589,-0.316736,0.445070
2632,113,5,Rubbing,0.100802,0.107491,0.058850,0.004490,-0.006690,-0.017691,-0.023648,Nominal,-0.066895,-0.353818,-0.078828
2633,114,5,Normal,0.246364,0.152003,0.155450,0.001540,0.094362,0.001351,0.101051,BoundaryGrazing,0.943616,0.027029,0.336837
2634,115,5,Unbalance,0.365976,0.163854,0.213270,0.004100,0.202122,0.021564,0.107760,EnvViolation,2.021217,0.431273,0.359200
2635,116,5,Rubbing,0.114561,0.114561,0.071730,0.003430,0.000000,0.010703,-0.202122,Recovery,0.000000,0.214064,-0.673739
2636,117,5,Normal,0.080256,0.114561,0.046520,0.004930,-0.034305,0.011605,-0.034305,Nominal,-0.343052,0.232096,-0.114351
2637,118,5,Normal,0.093178,0.107491,0.062500,0.002890,-0.014314,0.007724,0.019991,Nominal,-0.143138,0.154482,0.066638
2638,119,5,Normal,0.118985,0.114561,0.068110,0.003210,0.004423,0.002885,0.018737,Nominal,0.044234,0.057707,0.062457
2639,120,5,Normal,0.193146,0.118985,0.113510,0.003120,0.074162,0.022016,0.069738,Nominal,0.741616,0.440312,0.232461
2640,121,5,Faulty sensor,0.000030,0.114561,0.000020,0.000000,-0.114531,0.022219,-0.188693,EnvViolation,-1.145315,0.444374,-0.628977
2641,122,5,Normal,0.034280,0.114561,0.019310,0.008990,-0.080282,0.012495,0.034250,Recovery,-0.802820,0.249892,0.114165
2642,123,5,Normal,0.190456,0.114561,0.110940,0.003300,0.075894,0.020753,0.156176,Nominal,0.758944,0.415060,0.520588
2643,124,5,Normal,0.111920,0.111920,0.075560,0.001000,0.000000,0.011317,-0.075894,Nominal,0.000000,0.226337,-0.252981
2644,125,5,Faulty sensor,0.038701,0.111920,0.011890,0.001120,-0.073219,-0.016217,-0.073219,Nominal,-0.732194,-0.324345,-0.244065
2645,126,5,Normal,0.223442,0.114561,0.152230,0.001770,0.108881,-0.005329,0.182100,EnvViolation,1.088809,-0.106583,0.607001
2646,127,5,Normal,0.253872,0.114561,0.147850,0.001570,0.139311,0.012032,0.030430,EnvViolation,1.393109,0.240649,0.101433
2647,128,5,Normal,0.065389,0.114561,0.038500,0.002230,-0.049172,0.008547,-0.188483,Recovery,-0.491724,0.170932,-0.628277
2648,129,5,Normal,0.084923,0.111920,0.049770,0.004590,-0.026997,0.005405,0.022175,Nominal,-0.269970,0.108091,0.073918
2649,130,5,Normal,0.110780,0.110780,0.069380,0.003670,0.000000,-0.002012,0.026997,Nominal,0.000000,-0.040232,0.089990
2650,131,5,Rubbing,0.095248,0.095248,0.063940,0.005580,0.000000,0.009442,0.000000,Nominal,0.000000,0.188831,0.000000
2651,132,5,Normal,0.092754,0.095248,0.053040,0.003880,-0.002495,0.017220,-0.002495,Nominal,-0.024946,0.344406,-0.008315
2652,133,5,Rubbing,0.145393,0.110780,0.082690,0.002180,0.034612,0.013092,0.037107,Nominal,0.346121,0.261841,0.123689
2653,134,5,Rubbing,0.076147,0.095248,0.045320,0.003190,-0.019101,0.011182,-0.053713,Nominal,-0.191012,0.223639,-0.179045
2654,135,5,Rubbing,0.034924,0.092754,0.015440,0.000700,-0.057830,0.012721,-0.038729,Nominal,-0.578299,0.254418,-0.129096
2655,136,5,Normal,0.171311,0.095248,0.101230,0.004980,0.076063,0.009439,0.133893,Nominal,0.760632,0.188782,0.446310
2656,137,5,Normal,0.177171,0.110780,0.106720,0.004170,0.066391,0.002147,-0.009673,Nominal,0.663906,0.042942,-0.032242
2657,138,5,Normal,0.244991,0.110780,0.163750,0.003350,0.134211,0.020485,0.067820,EnvViolation,1.342106,0.409708,0.226067
2658,139,5,Normal,0.208927,0.110780,0.122850,0.006570,0.098147,0.033000,-0.036064,BoundaryGrazing,0.981470,0.659996,-0.120212
2659,140,5,Normal,0.129092,0.129092,0.082870,0.000730,0.000000,0.033000,-0.098147,Recovery,0.000000,0.659996,-0.327157
2660,141,5,Normal,0.198734,0.129092,0.117060,0.000690,0.069642,0.039964,0.069642,Nominal,0.696424,0.799280,0.232141
2661,142,5,Normal,0.181805,0.129092,0.113390,0.001160,0.052714,0.045485,-0.016929,BoundaryGrazing,0.527138,0.909697,-0.056429
2662,143,5,Normal,0.125427,0.129092,0.080470,0.003010,-0.003665,0.041657,-0.056379,Recovery,-0.036650,0.833143,-0.187929
2663,144,5,Normal,0.128053,0.129092,0.080530,0.003410,-0.001038,0.043463,0.002627,Nominal,-0.010382,0.869269,0.008756
2664,145,5,Normal,0.052045,0.129092,0.034900,0.002700,-0.077047,0.041542,-0.076008,Nominal,-0.770466,0.830836,-0.253361
2665,146,5,Normal,0.149560,0.145393,0.087640,0.001810,0.004168,0.034352,0.081214,Nominal,0.041679,0.687045,0.270715
2666,147,5,Normal,0.209070,0.149560,0.134330,0.004620,0.059510,0.033664,0.055342,Nominal,0.595096,0.673283,0.184472
2667,148,5,Rubbing,0.129003,0.149560,0.087330,0.000460,-0.020558,0.018187,-0.080067,Nominal,-0.205578,0.363746,-0.266891
2668,149,5,Normal,0.166878,0.166878,0.109300,0.005930,0.000000,0.008373,0.020558,Nominal,0.000000,0.167452,0.068526
2669,150,5,Normal,0.050962,0.166878,0.029000,0.003180,-0.115916,-0.003219,-0.115916,EnvViolation,-1.159161,-0.064380,-0.386387
2670,151,5,Normal,0.152081,0.152081,0.097760,0.003010,0.000000,-0.010183,0.115916,Recovery,0.000000,-0.203665,0.386387
2671,152,5,Normal,0.027645,0.149560,0.016950,0.001860,-0.121915,-0.027646,-0.121915,EnvViolation,-1.219150,-0.552922,-0.406383
2672,153,5,Normal,0.148213,0.148213,0.100980,0.003790,0.000000,-0.027280,0.121915,Recovery,0.000000,-0.545593,0.406383
2673,154,5,Normal,0.082688,0.129092,0.051620,0.001600,-0.046404,-0.031816,-0.046404,Nominal,-0.464037,-0.636323,-0.154679
2674,155,5,Normal,0.033698,0.129003,0.022330,0.003370,-0.095305,-0.033642,-0.048901,BoundaryGrazing,-0.953047,-0.672840,-0.163003
2675,156,5,Normal,0.025396,0.128053,0.015540,0.001810,-0.102657,-0.044324,-0.007353,EnvViolation,-1.026572,-0.886490,-0.024508
2676,157,5,Normal,0.072998,0.125427,0.048860,0.003180,-0.052429,-0.055518,0.050228,DriftAccum,-0.524288,-1.110367,0.167428
2677,158,5,Rubbing,0.140155,0.128053,0.094970,0.001570,0.012102,-0.052252,0.064531,DriftAccum,0.121017,-1.045048,0.215102
2678,159,5,Normal,0.108707,0.108707,0.067630,0.000750,0.000000,-0.052252,-0.012102,DriftAccum,0.000000,-1.045048,-0.040339
2679,160,5,Normal,0.042171,0.108707,0.024450,0.003750,-0.066537,-0.047314,-0.066537,BoundaryGrazing,-0.665368,-0.946289,-0.221789
2680,161,5,Normal,0.173801,0.108707,0.111580,0.003790,0.065094,-0.040805,0.131631,Recovery,0.650938,-0.816101,0.438769
2681,162,5,Normal,0.160787,0.108707,0.105230,0.004290,0.052080,-0.023406,-0.013014,Nominal,0.520797,-0.468112,-0.043380
2682,163,5,Unbalance,0.322622,0.108707,0.185280,0.001190,0.213914,-0.002014,0.161834,EnvViolation,2.139141,-0.040284,0.539448
2683,164,5,Normal,0.236408,0.108707,0.148600,0.002760,0.127700,0.015396,-0.086214,EnvViolation,1.277001,0.307924,-0.287380
2684,165,5,Faulty sensor,0.019554,0.108707,0.003310,0.000510,-0.089153,0.016011,-0.216853,Recovery,-0.891530,0.320227,-0.722844
2685,166,5,Normal,0.064784,0.082688,0.040920,0.000610,-0.017904,0.024487,0.071249,Nominal,-0.179040,0.489733,0.237497
2686,167,5,Normal,0.240762,0.108707,0.139250,0.000430,0.132055,0.042935,0.149959,EnvViolation,1.320550,0.858701,0.499863
2687,168,5,Rubbing,0.091383,0.091383,0.049150,0.001400,0.000000,0.041725,-0.132055,Recovery,0.000000,0.834498,-0.440183
2688,169,5,Normal,0.051610,0.091383,0.033020,0.001590,-0.039773,0.037748,-0.039773,Nominal,-0.397734,0.754951,-0.132578
2689,170,5,Faulty sensor,0.384380,0.108707,0.006770,0.000400,0.275673,0.071968,0.315446,Compound,2.756726,1.439370,1.051487
2690,171,5,Rubbing,0.111832,0.111832,0.074840,0.000870,0.000000,0.065459,-0.275673,DriftAccum,0.000000,1.309182,-0.918909
2691,172,5,Unbalance,0.283003,0.140155,0.181760,0.001410,0.142848,0.074536,0.142848,EnvViolation,1.428476,1.490718,0.476159
2692,173,5,Faulty sensor,0.223924,0.160787,0.036730,0.005750,0.063137,0.059458,-0.079711,DriftAccum,0.631369,1.189164,-0.265702
2693,174,5,Rubbing,0.143217,0.160787,0.081370,0.001890,-0.017571,0.044931,-0.080708,Recovery,-0.175707,0.898622,-0.269025
2694,175,5,Normal,0.130932,0.160787,0.084520,0.004730,-0.029855,0.050861,-0.012285,DriftAccum,-0.298554,1.017217,-0.040949
2695,176,5,Normal,0.182964,0.160787,0.122320,0.000800,0.022177,0.054869,0.052032,DriftAccum,0.221767,1.097379,0.173441
2696,177,5,Normal,0.233470,0.182964,0.145950,0.000800,0.050506,0.046714,0.028329,BoundaryGrazing,0.505059,0.934281,0.094430
2697,178,5,Normal,0.170601,0.170601,0.102300,0.002060,0.000000,0.046714,-0.050506,BoundaryGrazing,0.000000,0.934281,-0.168353
2698,179,5,Normal,0.199899,0.170601,0.115680,0.001590,0.029298,0.053621,0.029298,DriftAccum,0.292981,1.072424,0.097660
2699,180,5,Rubbing,0.189653,0.182964,0.128740,0.005690,0.006689,0.026723,-0.022609,Recovery,0.066887,0.534456,-0.075365
2700,181,5,Normal,0.251150,0.189653,0.147610,0.003360,0.061498,0.032873,0.054809,Nominal,0.614976,0.657451,0.182696
2701,182,5,Normal,0.068016,0.182964,0.041190,0.003260,-0.114948,0.007093,-0.176446,EnvViolation,-1.149482,0.141860,-0.588153
2702,183,5,Normal,0.140153,0.182964,0.088620,0.004980,-0.042811,-0.003502,0.072137,Recovery,-0.428110,-0.070036,0.240457
2703,184,5,Normal,0.176784,0.182964,0.101150,0.003480,-0.006180,-0.002363,0.036631,Nominal,-0.061800,-0.047255,0.122103
2704,185,5,Normal,0.067496,0.176784,0.038950,0.001170,-0.109288,-0.010306,-0.103108,EnvViolation,-1.092882,-0.206120,-0.343694
2705,186,5,Normal,0.185362,0.182964,0.123060,0.005280,0.002398,-0.012284,0.111686,Recovery,0.023976,-0.245679,0.372286
2706,187,5,Normal,0.172484,0.176784,0.103760,0.003920,-0.004300,-0.017765,-0.006698,Nominal,-0.043000,-0.355290,-0.022325
2707,188,5,Unbalance,0.297195,0.176784,0.202570,0.003440,0.120411,-0.005723,0.124711,EnvViolation,1.204106,-0.114469,0.415702
2708,189,5,Normal,0.093130,0.176784,0.054080,0.006620,-0.083654,-0.017019,-0.204064,Recovery,-0.836536,-0.340373,-0.680214
2709,190,5,Normal,0.176127,0.176784,0.103090,0.003980,-0.000657,-0.017753,0.082996,Nominal,-0.006574,-0.355065,0.276654
2710,191,5,Normal,0.096036,0.176127,0.062740,0.003560,-0.080091,-0.031912,-0.079433,Nominal,-0.800908,-0.638242,-0.264778
2711,192,5,Normal,0.065759,0.172484,0.038800,0.002650,-0.106725,-0.031090,-0.026634,EnvViolation,-1.067249,-0.621796,-0.088780
2712,193,5,Normal,0.176946,0.176127,0.104030,0.005230,0.000820,-0.026727,0.107545,Recovery,0.008197,-0.534534,0.358482
2713,194,5,Rubbing,0.084539,0.172484,0.047890,0.004410,-0.087945,-0.034903,-0.088765,Nominal,-0.879454,-0.698065,-0.295884
2714,195,5,Unbalance,0.260835,0.172484,0.163690,0.007020,0.088351,-0.015139,0.176296,Nominal,0.883508,-0.302787,0.587654
2715,196,5,Normal,0.030449,0.140153,0.018140,0.000640,-0.109704,-0.026350,-0.198055,EnvViolation,-1.097042,-0.526991,-0.660183
2716,197,5,Normal,0.157998,0.157998,0.098690,0.000620,0.000000,-0.025920,0.109704,Recovery,0.000000,-0.518391,0.365681
2717,198,5,Normal,0.059081,0.157998,0.036480,0.002390,-0.098917,-0.047852,-0.098917,BoundaryGrazing,-0.989168,-0.957046,-0.329723
2718,199,5,Normal,0.083309,0.096036,0.053090,0.002610,-0.012726,-0.040760,0.086190,Recovery,-0.127265,-0.815191,0.287301
2719,200,5,Rubbing,0.048491,0.096036,0.028030,0.007030,-0.047545,-0.045448,-0.034818,BoundaryGrazing,-0.475446,-0.908966,-0.116060
2720,201,5,Normal,0.111991,0.096036,0.067680,0.003280,0.015955,-0.035844,0.063500,Recovery,0.159553,-0.716873,0.211666
2721,202,5,Normal,0.207681,0.096036,0.141540,0.005210,0.111645,-0.014007,0.095690,EnvViolation,1.116450,-0.280134,0.318966
2722,203,5,Faulty sensor,0.016517,0.093130,0.004660,0.001140,-0.076613,-0.021750,-0.188258,Recovery,-0.766135,-0.435000,-0.627528
2723,204,5,Normal,0.174403,0.096036,0.116730,0.004580,0.078367,-0.005119,0.154980,Nominal,0.783669,-0.102375,0.516601
2724,205,5,Normal,0.249173,0.096036,0.155780,0.003150,0.153137,0.001360,0.074770,EnvViolation,1.531372,0.027197,0.249234
2725,206,5,Normal,0.142702,0.111991,0.096620,0.002690,0.030711,0.015401,-0.122426,Recovery,0.307114,0.308029,-0.408086
2726,207,5,Rubbing,0.176792,0.142702,0.066210,0.007250,0.034089,0.018810,0.003378,Nominal,0.340895,0.376208,0.011260
2727,208,5,Normal,0.096070,0.111991,0.059880,0.001310,-0.015921,0.027110,-0.050011,Nominal,-0.159214,0.542198,-0.166703
2728,209,5,Normal,0.175730,0.142702,0.112780,0.005430,0.033028,0.031685,0.048949,Nominal,0.330277,0.633707,0.163163
2729,210,5,Normal,0.026495,0.111991,0.015490,0.003080,-0.085496,0.027890,-0.118523,Nominal,-0.854957,0.557805,-0.395078
2730,211,5,Normal,0.247349,0.142702,0.144010,0.001440,0.104647,0.036759,0.190142,EnvViolation,1.046467,0.735187,0.633808
2731,212,5,Normal,0.071813,0.111991,0.041070,0.004740,-0.040178,0.021577,-0.144825,Recovery,-0.401783,0.431541,-0.482750
2732,213,5,Normal,0.143517,0.142702,0.083550,0.000960,0.000814,0.029320,0.040993,Nominal,0.008144,0.586397,0.136642
2733,214,5,Faulty sensor,0.362984,0.143517,0.054950,0.008630,0.219468,0.043430,0.218653,EnvViolation,2.194675,0.868598,0.728844
2734,215,5,Unbalance,0.278598,0.174403,0.189800,0.000930,0.104195,0.038536,-0.115273,EnvViolation,1.041950,0.770714,-0.384242
2735,216,5,Normal,0.223202,0.175730,0.144150,0.005250,0.047472,0.040212,-0.056723,Recovery,0.474716,0.804234,-0.189078
2736,217,5,Normal,0.183274,0.175730,0.106750,0.004470,0.007544,0.037557,-0.039927,Nominal,0.075441,0.751143,-0.133092
2737,218,5,Faulty sensor,0.114901,0.175730,0.031950,0.003720,-0.060829,0.033066,-0.068373,Nominal,-0.608292,0.661327,-0.227911
2738,219,5,Normal,0.119098,0.175730,0.078970,0.002670,-0.056632,0.024100,0.004197,Nominal,-0.566318,0.482009,0.013991
